"ISARIC_4C_Mortality","ISARIC_4C_Deterioration","ISARIC_4C_Mortality_Prob"
14,57.9069241791865,44.5749440715884
11,38.00806798244,26.9156159068865
12,42.3891188062093,32.9079307201458
16,97.6920283191668,59.1031390134529
6,36.3520297963433,7.78378378378378
8,28.325144651633,14.4486692015209
9,20.8953006501025,19.1646191646192
9,31.3374046336463,19.1646191646192
9,25.1978784478671,19.1646191646192
13,38.9642484948587,40.1318888365521
9,28.6631715778403,19.1646191646192
11,32.6934472125171,26.9156159068865
13,50.4111593813958,40.1318888365521
8,48.9309332025723,14.4486692015209
11,43.165529725721,26.9156159068865
9,64.3355755815193,19.1646191646192
4,23.7809847957493,4.80519480519481
10,73.9147627012384,22.8999464954521
9,42.7887944331803,19.1646191646192
14,79.7416453586033,44.5749440715884
6,47.4046819965195,7.78378378378378
14,66.9348444293675,44.5749440715884
8,80.5483837150853,14.4486692015209
7,62.7579831969965,11.6953762466002
7,30.1989089912563,11.6953762466002
9,46.4753324586997,19.1646191646192
8,39.0063935178369,14.4486692015209
4,28.2726286758694,4.80519480519481
9,44.4969402161889,19.1646191646192
14,59.0859948174564,44.5749440715884
12,40.6643076395455,32.9079307201458
12,59.4224932858638,32.9079307201458
13,47.4067783705314,40.1318888365521
12,42.0145342558334,32.9079307201458
4,19.4189158381421,4.80519480519481
4,39.0820766042714,4.80519480519481
6,28.6561863945745,7.78378378378378
10,52.771601913108,22.8999464954521
12,28.8057727509413,32.9079307201458
9,26.9413918971715,19.1646191646192
4,18.4808193927898,4.80519480519481
8,14.5879985801271,14.4486692015209
19,77.2373779644314,77.3913043478261
2,25.3619489847218,0.806451612903226
8,36.2103326871706,14.4486692015209
11,76.0676908857643,26.9156159068865
4,30.4610328990722,4.80519480519481
11,42.5468427527975,26.9156159068865
4,30.8031323061562,4.80519480519481
5,21.8274782070825,7.47422680412371
15,69.9409052905146,51.6393442622951
14,63.8098597549032,44.5749440715884
8,34.8118222899632,14.4486692015209
6,39.58330852482,7.78378378378378
1,7.69780990235536,0.297619047619048
6,43.5614884882662,7.78378378378378
18,87.1701345926801,75.8099352051836
16,92.5578300218028,59.1031390134529
4,25.0056754777299,4.80519480519481
12,38.8549921204781,32.9079307201458
2,20.4366355888889,0.806451612903226
8,34.3153269331984,14.4486692015209
15,74.9380133589707,51.6393442622951
8,54.3187644206402,14.4486692015209
12,49.0093147416631,32.9079307201458
4,20.1546703891839,4.80519480519481
5,19.411620118988,7.47422680412371
9,24.292660141051,19.1646191646192
12,51.3589999510577,32.9079307201458
8,20.9277212852487,14.4486692015209
13,39.9281984051581,40.1318888365521
13,70.8584128761107,40.1318888365521
9,35.6250147455076,19.1646191646192
7,28.5432188595329,11.6953762466002
9,70.7348096695293,19.1646191646192
15,78.6945434157236,51.6393442622951
13,53.9497448083709,40.1318888365521
13,47.4174721251675,40.1318888365521
10,26.7087411190034,22.8999464954521
5,31.726381143672,7.47422680412371
12,59.1200304510375,32.9079307201458
8,30.2952582237571,14.4486692015209
6,43.5947675248713,7.78378378378378
15,79.5091507129895,51.6393442622951
13,58.8311166592476,40.1318888365521
14,75.3693385226536,44.5749440715884
7,35.6744581218083,11.6953762466002
6,44.5112543737356,7.78378378378378
4,39.6905799878567,4.80519480519481
6,42.2733173326504,7.78378378378378
9,45.3264916518424,19.1646191646192
7,40.13200117942,11.6953762466002
14,63.046758810073,44.5749440715884
8,42.7718203971214,14.4486692015209
11,35.567324690001,26.9156159068865
13,67.1841929979389,40.1318888365521
4,29.3342087105853,4.80519480519481
12,53.3352025093045,32.9079307201458
10,46.504599395681,22.8999464954521
5,37.388131620326,7.47422680412371
13,61.9971330205712,40.1318888365521
12,55.6744242856347,32.9079307201458
12,36.3436825848067,32.9079307201458
9,14.4705938696303,19.1646191646192
15,79.683765101991,51.6393442622951
2,11.540010184112,0.806451612903226
15,57.3238015144443,51.6393442622951
16,86.2532068718516,59.1031390134529
7,34.729416159626,11.6953762466002
12,54.091218137043,32.9079307201458
11,43.421791551953,26.9156159068865
4,27.7607372072287,4.80519480519481
6,29.0172433289315,7.78378378378378
6,38.757532998099,7.78378378378378
12,49.1493126259179,32.9079307201458
10,38.8501606185407,22.8999464954521
10,45.8098270504444,22.8999464954521
8,31.9910802034171,14.4486692015209
13,57.5916033582548,40.1318888365521
2,7.47821465532468,0.806451612903226
13,61.5461377572383,40.1318888365521
14,65.4277488987564,44.5749440715884
4,36.3362629893112,4.80519480519481
12,57.1973898427344,32.9079307201458
9,57.7113008247739,19.1646191646192
11,40.6485707325312,26.9156159068865
9,27.1232870586146,19.1646191646192
5,28.3870221496158,7.47422680412371
11,67.9814903987972,26.9156159068865
11,64.6496199396738,26.9156159068865
8,27.4456200163396,14.4486692015209
7,39.328875232223,11.6953762466002
13,59.3670990706817,40.1318888365521
12,53.2265253131546,32.9079307201458
11,44.9041755096919,26.9156159068865
7,29.6319548094729,11.6953762466002
12,56.5626620506141,32.9079307201458
12,49.0067226291123,32.9079307201458
11,58.647977773204,26.9156159068865
9,39.4221461099299,19.1646191646192
9,45.0173288466822,19.1646191646192
12,53.9797191927692,32.9079307201458
11,67.4262179885797,26.9156159068865
13,65.7484593999378,40.1318888365521
10,52.2569845468333,22.8999464954521
13,64.0132651082565,40.1318888365521
12,45.3932623721429,32.9079307201458
5,25.8142121652809,7.47422680412371
12,49.2235518863406,32.9079307201458
5,44.9539116176889,7.47422680412371
3,25.230132948187,2.31124807395994
5,37.296191279424,7.47422680412371
14,73.3293548427161,44.5749440715884
6,46.5725905389478,7.78378378378378
11,36.7480496511415,26.9156159068865
13,58.6924670142373,40.1318888365521
10,56.3809702504301,22.8999464954521
10,25.5636126475023,22.8999464954521
5,30.3365856554545,7.47422680412371
2,16.7434695471364,0.806451612903226
7,41.0944516711453,11.6953762466002
9,52.1156858710612,19.1646191646192
4,25.272837914841,4.80519480519481
2,16.8971175958035,0.806451612903226
5,29.3303281098003,7.47422680412371
9,36.4855991454283,19.1646191646192
11,53.5331804919189,26.9156159068865
9,48.4630656973141,19.1646191646192
7,31.9841652976803,11.6953762466002
4,28.3035819525917,4.80519480519481
12,54.4619827247129,32.9079307201458
15,76.545710251841,51.6393442622951
4,29.4680139622994,4.80519480519481
13,63.1674219785841,40.1318888365521
6,39.1851319684308,7.78378378378378
12,50.0524758161708,32.9079307201458
4,26.1146875053241,4.80519480519481
13,49.7851567375723,40.1318888365521
5,37.2847843192471,7.47422680412371
5,38.5126985827514,7.47422680412371
12,59.1972494980105,32.9079307201458
9,42.1298778910719,19.1646191646192
12,58.2879500213177,32.9079307201458
4,31.8376963657217,4.80519480519481
9,45.0728046284438,19.1646191646192
5,25.9257329461014,7.47422680412371
13,71.1724728158683,40.1318888365521
12,43.1675879059158,32.9079307201458
6,34.6213431774933,7.78378378378378
7,30.4740306451536,11.6953762466002
14,60.7059523571949,44.5749440715884
5,40.4117613825706,7.47422680412371
14,68.1351001633896,44.5749440715884
11,44.694989375437,26.9156159068865
7,32.9623254721615,11.6953762466002
6,32.1100158340886,7.78378378378378
4,19.0679224379645,4.80519480519481
14,66.19051450849,44.5749440715884
9,38.1360187865208,19.1646191646192
10,60.2829899735293,22.8999464954521
8,28.6653869781311,14.4486692015209
11,72.0838947683487,26.9156159068865
12,36.7101924443279,32.9079307201458
4,33.9604050934042,4.80519480519481
11,37.7185941995092,26.9156159068865
9,37.3198786716238,19.1646191646192
11,42.1468380801495,26.9156159068865
13,52.6938134397479,40.1318888365521
7,35.7740583099748,11.6953762466002
11,36.658445855461,26.9156159068865
8,36.8504414423646,14.4486692015209
10,28.7179562800728,22.8999464954521
11,41.0076721207243,26.9156159068865
10,29.250153350376,22.8999464954521
11,46.9233727401567,26.9156159068865
8,29.9666697456936,14.4486692015209
3,24.2641476509565,2.31124807395994
13,59.8819138238959,40.1318888365521
3,22.8422030617589,2.31124807395994
6,37.8580736807096,7.78378378378378
10,37.1545962306213,22.8999464954521
13,59.2380782558958,40.1318888365521
4,31.1962856163242,4.80519480519481
11,49.3081640136709,26.9156159068865
3,30.3245899843737,2.31124807395994
10,47.9606319185263,22.8999464954521
3,22.2067964139655,2.31124807395994
7,36.0751561609874,11.6953762466002
10,33.8283076451877,22.8999464954521
12,54.3558472911589,32.9079307201458
3,17.127489608962,2.31124807395994
4,23.0271230001583,4.80519480519481
11,37.7524292042377,26.9156159068865
12,62.6283479642211,32.9079307201458
4,28.1014672341852,4.80519480519481
7,38.8024291156076,11.6953762466002
4,24.8511429630753,4.80519480519481
14,58.0694376827845,44.5749440715884
9,32.5648712004268,19.1646191646192
6,35.8963216966931,7.78378378378378
7,30.3266853958982,11.6953762466002
6,33.4279401415955,7.78378378378378
10,43.164639451977,22.8999464954521
10,49.4668444695248,22.8999464954521
11,38.5334324530334,26.9156159068865
10,54.3430770731539,22.8999464954521
2,15.3949402529599,0.806451612903226
4,31.9360105582203,4.80519480519481
5,24.7102617667457,7.47422680412371
4,27.0811206076755,4.80519480519481
11,63.071577437404,26.9156159068865
4,26.954103888322,4.80519480519481
14,52.1910784168,44.5749440715884
2,17.6772783799526,0.806451612903226
13,64.4214208758236,40.1318888365521
10,37.8592984225497,22.8999464954521
15,71.5854046158204,51.6393442622951
6,28.4961666892421,7.78378378378378
16,59.2011612168033,59.1031390134529
11,54.1882202499125,26.9156159068865
5,26.2114005423223,7.47422680412371
4,25.4204531807307,4.80519480519481
10,46.8546080460431,22.8999464954521
2,17.8716438445905,0.806451612903226
13,49.4139552799734,40.1318888365521
11,33.3027109942528,26.9156159068865
15,77.9608804303631,51.6393442622951
9,42.9193945803008,19.1646191646192
11,38.9116805444799,26.9156159068865
13,60.1005274630087,40.1318888365521
14,68.7009058843432,44.5749440715884
13,50.1705163733447,40.1318888365521
12,58.2718532375432,32.9079307201458
13,51.484579420841,40.1318888365521
15,75.1396229861259,51.6393442622951
9,35.5443748218242,19.1646191646192
9,28.018646723304,19.1646191646192
6,16.1741551379585,7.78378378378378
14,85.9925583710784,44.5749440715884
11,41.6271736376659,26.9156159068865
16,90.3128238430582,59.1031390134529
11,78.1944922935748,26.9156159068865
13,67.8943421614281,40.1318888365521
13,56.7020003939377,40.1318888365521
14,76.0419181959535,44.5749440715884
16,71.848435421706,59.1031390134529
15,81.272684332075,51.6393442622951
13,40.0606495232313,40.1318888365521
13,65.4402775603905,40.1318888365521
13,79.3592835993226,40.1318888365521
11,25.7978242502078,26.9156159068865
19,89.9535638884437,77.3913043478261
14,66.9729699071127,44.5749440715884
14,61.0165679177313,44.5749440715884
16,87.137127929548,59.1031390134529
17,89.9140748667224,66.1224489795918
15,63.5570908654873,51.6393442622951
14,58.4113998029964,44.5749440715884
10,88.4788984645409,22.8999464954521
7,19.9665449796497,11.6953762466002
7,54.4731159200099,11.6953762466002
14,76.6756546791024,44.5749440715884
11,39.1261282183274,26.9156159068865
17,85.0705928710019,66.1224489795918
11,40.282979543803,26.9156159068865
11,45.9721340579823,26.9156159068865
12,56.843148063234,32.9079307201458
8,63.0052783033943,14.4486692015209
5,24.2319406962422,7.47422680412371
9,52.1257607120185,19.1646191646192
8,44.0217817084072,14.4486692015209
15,86.6340360631488,51.6393442622951
13,60.0337136189587,40.1318888365521
12,49.5925438510948,32.9079307201458
12,45.4232173496925,32.9079307201458
10,30.1588232513145,22.8999464954521
12,67.6542881194147,32.9079307201458
17,89.6172871776124,66.1224489795918
10,32.1114030099881,22.8999464954521
16,78.5059245884742,59.1031390134529
11,42.8861585105769,26.9156159068865
9,38.3334678660783,19.1646191646192
14,58.0734448785177,44.5749440715884
6,38.5518271832559,7.78378378378378
10,45.1633169390651,22.8999464954521
14,39.5301961549902,44.5749440715884
0,6.25281705677321,NA
14,58.698060089149,44.5749440715884
10,24.9943454938793,22.8999464954521
9,13.6414349006572,19.1646191646192
6,39.7400477538304,7.78378378378378
10,41.6329815478568,22.8999464954521
8,45.9539610508418,14.4486692015209
3,23.855264216691,2.31124807395994
4,47.8540335452566,4.80519480519481
8,55.9618060489409,14.4486692015209
14,81.8069697803681,44.5749440715884
9,66.3337797241411,19.1646191646192
14,62.3255036790207,44.5749440715884
10,48.9520639829698,22.8999464954521
4,28.1050734405638,4.80519480519481
